height,hash,time,latest_url,previous_hash,previous_url,peer_count,unconfirmed_count,high_gas_price,medium_gas_price,low_gas_price,high_priority_fee,medium_priority_fee,low_priority_fee,base_fee,last_fork_height,last_fork_hash
18783058,69f9bca6afae4d140dc4400b2dc4f52a43ac2fc52f5816b339e576fb5b70bbcf,366,326,538,538,26,65446,48378915888,47113361298,43467742324,1072327249,659187795,414778864,45081583643,18782359,79
18783059,164ad310852781641d3c9ffcd9d8b188408a3c505660f7a4cdc99055a240754c,367,66,764,764,26,65454,48360439154,47153541916,43888296554,1060424181,658018097,414778864,42903191932,18782359,79
18783059,164ad310852781641d3c9ffcd9d8b188408a3c505660f7a4cdc99055a240754c,368,66,764,764,26,65500,48360439154,47153541916,43888296554,1060424181,658018097,414778864,42903191932,18782359,79
18783060,97b7eeb3987a76a3323de9536ff6fec46d37eeba88e88bde186e9ce8e1a4ea7e,369,464,229,229,26,65968,48360439154,47184217915,44021115238,1032041066,659669673,459700828,45254868188,18782359,79
18783061,26fbc612c1e7126a938f04398645c60fa950d4c8677c4c1d83a4137cdf2f5453,370,120,555,555,26,65572,48360439154,47215639470,44531833268,1021049887,653997166,414413944,45500381881,18782359,79
18783062,9599c596e22f7b3ad1312fb43fc1e9f79fa6c413da76bd8c0619325829c3d097,371,459,773,773,26,65943,48360439154,47272701044,44908541414,1038111628,660344660,459700828,43286756074,18782359,79
18783063,ee8e709d6c4c92970ed56dd072fcba1dce7741f5e8eb633d1143c797f06e74eb,372,735,474,474,26,65567,48360439154,47251803270,44913895755,1078837443,659923702,415714047,43518432924,18782359,79
18783064,a6d8289d6a0c03bf6c059563ca919df321d360efff3d52eb7ebf0ab29e00c227,373,503,429,429,26,65919,48360439154,47270906187,44909161092,1067278219,663335802,460946695,42750646641,18782359,79
18783065,e9649fd4b80e2dd557742dc340d8d5099d08b187ac514cac2ffae9d4e7525597,374,713,653,653,26,65459,48353696463,47233542335,44762232070,1052448985,657232267,415714047,42441956335,18782359,79
18783066,97eba36af0dc561921768b4924bca2ccc8862cd32180c21045bcfccaa2428d82,375,465,303,303,26,65872,48342651191,47236330102,44762456913,1035825497,659789792,460946695,41936576265,18782359,79
18783067,ca2f141e1d339d0f4d16ea030af74bb0003db092a07f2e305e07ac9712d537f5,376,616,720,720,26,65410,48331489996,47185847226,44486916763,1016866623,653000519,415714047,39483838719,18782359,79
18783067,ca2f141e1d339d0f4d16ea030af74bb0003db092a07f2e305e07ac9712d537f5,376,616,720,720,26,65529,48331489996,47185847226,44486916763,1016866623,653000519,415714047,39483838719,18782359,79
18783068,deb7a8dce34647d33a921c3a3591072d099186eda366ef011e6538b6f19e13bb,377,683,142,142,26,65936,48331489996,47146054756,44054670632,993348197,655915098,460946695,39313415943,18782359,79
18783069,d4618ebb8b725e195e4ef0ccc1646b4273df959c6a24474f4c927b6f957d9a2b,378,644,554,554,26,65451,48331489996,47070673614,43503911176,963440534,648296304,415714047,38307229686,18782359,79
18783070,db0b1aa26af27b9147a3a18f4165247af98da48d4de807add800901470879630,379,672,287,287,26,65915,48331489996,47013947558,42939793578,955248250,652045369,460946695,37942587317,18782359,79
18783071,9c510699309e13067abaf297a9caf391cd95cc17aa6d543ca45b1f8b56c64f0b,380,475,33,33,26,65885,48331489996,46990694875,42707266749,964756712,652996215,460946695,41123442468,18782359,79
18783072,fbe54518b2d9a1316481bf28a9191528c86bb47ffe1c141ebb1a11a3024f2cf8,381,776,244,244,26,65425,48331489996,46967261600,42668084776,968554351,648807686,415714047,39062129915,18782359,79
18783073,ccfb6005424668e6f80bdbf884dfd29db2434dcabdf9aba4a958cf14339f1125,383,627,691,691,26,65883,48331489996,46953403246,42435380254,973023060,653814226,460946695,37892053762,18782359,79
18783073,ccfb6005424668e6f80bdbf884dfd29db2434dcabdf9aba4a958cf14339f1125,382,627,691,691,26,65631,48331489996,46933888949,42435380254,973023060,649245822,415714047,37892053762,18782359,79
18783074,509808c33e140fe0283b3bbc22b7f35ace2f675a2d9df151ebff82350a40c40f,384,243,771,771,26,65969,48331489996,46887715129,42035295701,961240749,652464328,459472197,35871453680,18782359,79
18783075,e7832a80035c55e541615b40c600440da9cc883676d5ed7c19dd8361cf5c32f8,385,706,468,468,26,65618,48331489996,46803660092,41396743142,927739288,644572828,414511011,35636910273,18782359,79
18783076,e9c712d354c10ee679ea3d4942d059d91aa14f92b478e050453fd341cae7a224,386,714,398,398,26,65587,48331489996,46751370353,40873845757,908186187,642617518,414511011,35981499298,18782359,79
18783077,a2972ce9224f5f6d6cc868158c67c796f0ca908a6d821eaee4eb17aaecc01e53,387,488,609,609,26,65918,48331489996,46717500453,40343658775,934574154,649797669,459472197,36401797692,18782359,79
18783078,c65b45de5381efc1d318ebf9995b172b01777fe3144ea7d138d1605e95553a4e,388,604,467,467,26,65474,48331489996,46664906405,40009206277,921043331,643903233,414511011,36149837796,18782359,79
18783079,929cbdc499ec31f5c4c56a5e29b9e2a41e54e91c7714fa187782acc23639c64c,389,450,270,270,26,65936,48331489996,46646697226,39635626497,940288603,650369114,459472197,35259978511,18782359,79
18783079,929cbdc499ec31f5c4c56a5e29b9e2a41e54e91c7714fa187782acc23639c64c,389,450,270,270,26,66084,48331489996,46646697226,39635626497,940288603,650369114,459472197,35259978511,18782359,79
18783080,ffdbb43476678ce506a6ed539e60de82259b8bbeba2ec0acab75fd043ff0cbd7,390,785,482,482,26,66085,48331489996,46584049479,39235676387,937487120,650011840,459472197,35786954463,18782359,79
18783081,5ab6fb6c4a43a11b6fa1f3bfff2221767684d1b073e77ff044fdbbc4a9886a5f,391,273,661,661,26,65589,48331489996,46539763844,38981211824,956928430,647414580,414511011,37328617990,18782359,79
18783082,ff7ab54e8cdbb39823c0b388a6d131b88497293df361b36f91bf07f851e449ba,392,784,551,551,26,65749,48331489996,46539172579,38975299178,954142421,647135979,414511011,36628855718,18782359,79
18783083,fa19fb0bbadc9d7122dcd080c3603800c855ffd59d3172959aeff8953cd988ca,393,769,376,376,26,65674,48331489996,46522339000,38928239400,932849226,645539485,415007189,36786500818,18782359,79
18783084,850f90a108b494d066ca7f5d7608ef9e544b899f5eceb9374ffd89f0fc21516a,394,409,80,80,26,65673,48331489996,46508260503,38787454431,903732863,642627849,415007189,36548818945,18782359,79
18783085,a46da740acf2d3eeca920e6470177982d72f3bc01fc75919bf4b639edad35334,395,496,50,50,26,66069,48331489996,46512512535,38660306915,901588714,646875017,459930271,37848517789,18782359,79
18783086,d7e0da33073e98ebecb30f62cb47827ca9ad8cf503259f44ea6d0c0928325b20,397,660,333,333,26,65601,48331489996,46495715543,38761211887,887373034,641688266,415007189,36104885147,18782359,79
18783086,d7e0da33073e98ebecb30f62cb47827ca9ad8cf503259f44ea6d0c0928325b20,396,660,333,333,26,65738,48331489996,46495715543,38761211887,887373034,641688266,415007189,36104885147,18782359,79
18783087,81e62075721297fd9ada804f0bb2c9e028bea14fec671e0a21878aa321a8af2d,398,398,685,685,26,65657,48321987659,46451676555,38576752387,884065218,641486551,415007189,36761778029,18782359,79
18783088,78476bbc72d796c504a24da6051594e4504f1271db2ccb02f14d414e77bb7555,399,367,694,694,26,65802,48321987659,46444156439,38501551231,877341133,640814143,415007189,34672654587,18782359,79
18783089,e38d637f9cc7f1881437bdec092b81a05c37322e730a9ecd08db7e12b688e4c5,400,696,220,220,26,65740,48260207219,46399106738,38400280455,922506415,645440394,415007189,39002509235,18782359,79
18783090,a66e37b3c20ee2dfb1a512e505f5b8c20e789adb9ee27794cc28996b7b9a1589,401,502,426,426,26,66183,48260207219,46402347339,38606955399,893878260,645222234,459930271,40022379348,18782359,79
18783091,9cc6b34f32313b9dd28ac7f361f5962027aa600f3971349f0ef3028b1de0796b,402,476,337,337,26,65623,48260207219,46427607938,39046883751,902800438,641575316,415007189,43116858690,18782359,79
18783092,51227dbde1a2e8aa4f91279bb8cc870aa2916360d0ae574b28b1dfdce1d48b72,403,245,608,608,26,66055,48260207219,46528805675,39871538759,858127722,641647180,459930271,46471381915,18782359,79
18783093,c1f7c72057c43f09655ad554f6d1a5920a6ebbe2e6bcb77314ef1fdbe61b6e8a,404,590,100,100,26,65605,48260207219,46644959529,41222122325,799926267,631188864,415007189,43178743544,18782359,79
18783094,43d14dbde34a28af0be2a33dae7441dccb737fd97816fef31b4cf26f19a8db64,405,199,759,759,26,66072,48260207219,46706124765,41682311927,769577949,631784002,459930271,41323917496,18782359,79
18783095,f71293edfd4c2c94f62447618d1ff03d422fcf1ced9a27a43f0612b2b1b8ea67,406,760,630,630,26,65711,48260207219,46697684454,41900365357,769577949,627400946,415007189,39574115441,18782359,79
18783095,f71293edfd4c2c94f62447618d1ff03d422fcf1ced9a27a43f0612b2b1b8ea67,407,760,630,630,26,66327,48260207219,46716390787,41900365357,769577949,631939824,459930271,39574115441,18782359,79
18783096,60c846e44502e4e440c368d91da5e2db5407a1531c25a0e46bc4366b21b99efa,408,294,59,59,26,65744,48251008264,46684055158,41812865687,782756383,630494995,415812268,44514740936,18782359,79
18783097,60e181ee5e52e68e968ce9bba202e735337d36af3210f7e43dd459d355197b27,409,295,611,611,26,65747,48251008264,46740373350,42398383622,816980225,633514061,415812268,44003156018,18782359,79
18783098,1e028c7fe0438b109b354a4663abd82f13913c813bf1aabd576e79851a595bb0,410,94,688,688,26,66190,48251008264,46804630449,42859974701,830404616,639514436,460678143,41539645929,18782359,79
18783099,21e82db134471d51f69bca26e0b5c2605b896ab7f741884ec46d21bcd0fa3cc8,411,110,5,5,26,65688,48251008264,46771604015,42828097907,789990212,631943011,421034236,42364048665,18782359,79
18783100,4256a7f7d0ca39e5de198a3b2fcd9565af01524f7b0eac9be7ba86183299174b,412,196,705,705,26,65727,48251008264,46790974670,43021804455,782693205,631213311,421034236,40883944477,18782359,79
18783101,61401f449b28c7e979422c44754cf7ed2a0ab27bc89471c8043669e3783fa0cb,413,296,257,257,26,65818,48251008264,46794571897,43080873932,792401878,632187167,421601850,41053809770,18782359,79
18783102,29b6a67fababcb25ec548fa0815b2acf19d37f44b120a3987c6206bd3a104ede,414,127,190,190,26,65828,48251008264,46794571897,43080873932,792401878,632187167,421601850,40097078445,18782359,79
18783102,29b6a67fababcb25ec548fa0815b2acf19d37f44b120a3987c6206bd3a104ede,414,127,190,190,26,65256,48251008264,46806427250,43199427465,808735465,633820526,421601850,40097078445,18782359,79
18783103,c66a9dfc8551044ded90b6c529fab83e8af6022c31898bc5ed917eb1f787ea9b,415,605,549,549,26,65684,48251008264,46802241089,42979983999,797116255,637117094,466106416,41273201271,18782359,79
18783104,a81c4b420aa97f2632471ea60eef547a57bc0a6de1573151b9f99bb8857f3b93,416,507,327,327,26,65217,48251008264,46778960571,42930777387,790416227,631949662,421601850,39319255351,18782359,79
18783105,cb854615b1c7953fa2f2ff2715d796225f0375ea72302b47ad52e79ba17a8604,417,620,86,86,26,65330,48251008264,46751818366,42753695088,769577949,629735510,421601850,37716888879,18782359,79
18783106,7e086873fef29d25b228be11baf25f35623fbbd9b89e90498ea6fcbe2ffe16a3,418,384,406,406,26,65322,48251008264,46751818366,42753695088,769577949,629735510,421601850,42423310080,18782359,79
18783107,dd6df6348f75384b41a1e5e63666e61aeef0f4853127bee260dc05561f7ab9c5,419,679,27,27,26,65157,48251008264,46724831990,42586234776,815397740,634302442,421601850,43010943276,18782359,79
18783108,c18fb0527caaa30bbc09ad317270c4947c98f4c2ac4247081f4123d36192ac0e,420,589,335,335,26,65148,48251008264,46758307669,42942511732,840857576,636937139,421601850,42372760879,18782359,79
18783109,dd2144c77fc4d8d2a09cc7366aaa40c403c3504e517ceff096e57b577d5fed02,421,678,434,434,26,65199,48251008264,46758307669,42942511732,840857576,636937139,421601850,40218348926,18782359,79
18783109,dd2144c77fc4d8d2a09cc7366aaa40c403c3504e517ceff096e57b577d5fed02,422,678,434,434,26,65383,48251008264,46774904654,43116123021,820597785,634911160,421601850,40218348926,18782359,79
18783110,c8d09df66ae20b6ec6d2df246d2794d6f530e8921eb71ccd63e07bf6d2c3928e,423,613,97,97,26,65315,48251008264,46746258929,42893802460,803682517,633123372,420675072,39322186918,18782359,79
18783111,1f035da1674a1c5836793bb6240ebe7df0e51b619c1324eaa7bcedabede6a2ab,424,100,629,629,26,65413,48251008264,46721372956,42660180610,794803217,632158973,420675072,40744922623,18782359,79
18783112,d1795f9ebda817df38fc9816195e280a6c084d9c43477ce5b04f328b38d46e9a,425,639,8,8,26,65322,48251008264,46714183137,42588282423,784395826,631118234,420675072,38087845715,18782359,79
18783156,450eb3700486b954b3014def0a346d12cb0b05ee49fe965b5b1c70764750502d,426,204,127,127,26,65348,48103838430,46128905852,39261449711,794499909,634494963,422117496,39560624013,18782359,79
18783157,cbba66f869279964f59f6c647871ae8d5c1133bb98e26f1cfc93ccaa76521ded,427,621,45,45,26,65296,48103838430,46138536749,39478250561,777717185,633083104,422117496,40445062092,18782359,79
18783158,40bf28931bd2c5fa23a45e6cf5a8e6331fc332146ad530e622be9cd6e83762c6,428,189,566,566,26,65333,48103838430,46166844026,39761323328,766694431,630114054,422117496,38825184103,18782359,79
18783159,3b4f3d8012b39def342f185cda4eff398b16d8aaaa842536b7f6dcf54eca3892,429,175,575,575,26,65285,48103838430,46168640843,39823133203,766694431,627992415,421710812,38844112027,18782359,79
18783160,d03106822f0fba419ce9785c1a13ad448feca1f566d49a927a9219ad912145d2,430,634,240,240,26,65285,48103838430,46177214175,39916304163,766694431,629248709,421710812,38694381667,18782359,79
18783161,16a2c13c2663be2b0403ee0596b9dd4cecf6b3fa082dd7339385ac32e8fac4d5,432,68,149,149,26,65279,48103838430,46187532986,40041796867,766694431,629262057,421710812,37571245236,18782359,79
18783161,16a2c13c2663be2b0403ee0596b9dd4cecf6b3fa082dd7339385ac32e8fac4d5,431,68,149,149,26,65912,48103838430,46204193439,40041796867,766694431,633464477,463242957,37571245236,18782359,79
18783162,9656cd6daa0a5ed135fd519c941e14ed8144d926691fae59727ac484c536dbd1,433,460,495,495,26,65529,48069766346,46170999812,39921228221,766694431,629585244,421710812,36700673147,18782359,79
18783163,5f87543d5e040bab8245df0454ff2de8d205e9e3d8b062488f1791b1aaf5ab04,435,286,259,259,26,65419,48069766346,46130702164,39611287959,766694431,630785139,421710812,35692379039,18782359,79
18783163,5f87543d5e040bab8245df0454ff2de8d205e9e3d8b062488f1791b1aaf5ab04,434,286,259,259,26,65707,48069766346,46130702164,39611287959,766694431,630785139,421710812,35692379039,18782359,79
18783164,0edde088060be75c456d30566c200cde3375f2e052f9b1269cc614a9ab0dfd25,436,53,411,411,26,66030,48022478093,46097760382,39219009539,766694431,632906988,463242957,36962906676,18782359,79
18783166,33ee5dea9f091fb9aa6d8728ee6cedf18b881661364118a3394ec9645de01e55,437,159,534,534,26,65405,48022478093,46065688452,39086979399,766694431,626485854,421710812,38528988357,18782359,79
18783167,62952e6ea764630729a6550ceab9661fc7b8ebf608907ac28a255fa1787b57a1,438,304,729,729,26,65411,48022478093,46077766127,39207756154,766694431,625766156,421710812,36486106584,18782359,79
18783168,859817415d007dc6fea5b55cc45baff2dafc3e7f6066813150df220a073ce9ff,439,412,454,454,26,65880,48022478093,46054219471,38974487216,766694431,629576820,465409757,34343610785,18782359,79
18783169,362b63d553f597da9fc5ad31de4d361637db2728c58a8b4e764bac8ccb46c23b,440,165,469,469,26,65568,48022478093,45992040212,38830199433,766694431,631447588,424039215,38635224449,18782359,79
18783169,362b63d553f597da9fc5ad31de4d361637db2728c58a8b4e764bac8ccb46c23b,440,165,469,469,26,65711,48022478093,45992040212,38830199433,766694431,631447588,424039215,38635224449,18782359,79
18783170,f1a54d722cad0d4faec0f87e637971ce5fa4125ea0805da987ccb5de5b2fc28f,441,748,131,131,26,65552,48022478093,45960096137,38896478633,766694431,626984328,421773511,38666571138,18782359,79
18783171,5f8ea51bad20a808c80b1b3e2f643f2f107055b8ceabc81183d83ab01f20eb02,442,287,504,504,26,65515,48022478093,45980307424,39098591500,766694431,625818664,421773511,38928788490,18782359,79
18783171,5f8ea51bad20a808c80b1b3e2f643f2f107055b8ceabc81183d83ab01f20eb02,442,287,504,504,26,65658,48022478093,45980307424,39098591500,766694431,625818664,421773511,38928788490,18782359,79
18783173,bb3b258e9b901f729ae291cccbe007ca3eedae34a3fdfe80aa2b576e5ecfbe85,443,576,733,733,26,65519,48022478093,45996425173,39367924902,766694431,626744551,421773511,38559690676,18782359,79
18783174,9ad2672304137a0e70e97e80f9cc27e32e8a4e088d1a61999605ee4b1cbc13e0,444,470,181,181,26,65994,48022478093,46017131249,39418970778,766694431,629880114,462838595,37612317636,18782359,79
18783175,d853f077db402d2582cd385bf1546910862ccbb9b9fa6f2c93eea4d1b9b10aec,445,662,633,633,26,65969,47935482510,45989111968,39329393665,766694431,627383227,462838595,37511294713,18782359,79
18783175,d853f077db402d2582cd385bf1546910862ccbb9b9fa6f2c93eea4d1b9b10aec,446,662,633,633,26,65645,47935482510,45972759002,39329393665,766694431,623227086,421773511,37511294713,18782359,79
18783176,b1657727e0144397d50ef2b8fcb7c7141042461be3914ad3954d074ef4324972,447,534,247,247,26,65757,47935482510,45977539159,39377195230,766694431,622540571,421773511,38512756254,18782359,79
18783177,b59685609bad9b1f94f07f7187a0640799eb1715b08ec7935f7b306bfe6e5314,448,548,310,310,26,66094,47935482510,46008464495,39522918930,766694431,626572595,462838595,40011648977,18782359,79
18783178,25d3de28e107f08a2aa68c24e09e65fe749e5ff69bfb0194cf1d5bc880491292,449,117,463,463,26,66132,47935482510,46041188551,39857472995,766694431,626454123,462269658,38676232185,18782359,79
18783179,380359c7af262984602ab8d8d8e810d91cfbfd5bf791ab80cca0117402e938e0,450,168,638,638,26,65753,47935482510,46021179269,39838789607,766694431,624627803,420838188,38276249683,18782359,79
18783180,b91186d244a9c142a63d5bfef2983bd423292544a44b72c53ec01b830364d25f,451,563,7,7,26,65653,47935482510,46003798476,39769797836,766694431,625257543,420838188,38471262709,18782359,79
18783181,9540acf00587718084a163130af2ea1719acee9aeaff1565b163fe2fe63dd022,452,458,55,55,26,65578,47935482510,46013831819,39870131265,766694431,627000160,420838188,40583794763,18782359,79
18783181,9540acf00587718084a163130af2ea1719acee9aeaff1565b163fe2fe63dd022,452,458,55,55,26,65707,47935482510,46013831819,39870131265,766694431,627000160,420838188,40583794763,18782359,79
18783182,761ce3abf8a39f3970c054084087015141ebcc7a283a8472425395d2b9378667,453,361,193,193,26,65714,47935482510,46046777334,40202525791,766694431,629483335,420838188,40329785189,18782359,79
18783182,761ce3abf8a39f3970c054084087015141ebcc7a283a8472425395d2b9378667,454,361,193,193,26,65843,47935482510,46046777334,40202525791,766694431,629483335,420838188,40329785189,18782467,65
18783183,854275f65c111c3a81409ce6abb3e3a26e21acf7869ee717293c281fd38bfb52,455,411,718,718,26,65976,47935482510,46046777334,40202525791,766694431,629483335,420838188,43871318281,18782467,65
18783184,aa622fe02a44e8dd72d75955a6bc27001873c21890320b75b15fd61398269652,456,511,199,199,26,66033,47935482510,46117581635,40910568799,773884264,630472293,420838188,42321783320,18782467,65
18783185,52d744fbb691d25baf13156be23c48dbaa20e84c599fd6e6a44beb67bf4b1f28,457,250,290,290,26,65875,47935482510,46186852482,41609619752,766694431,629162721,420838188,41764024538,18782467,65
18783186,d89d3e95ad926f4a9fec461896289b8ea81edaea423cd509bb7437fd56e74e4d,458,663,649,649,26,66007,47935482510,46232101707,42082491312,803998144,633223551,420483671,40886793129,18782467,65
18783186,d89d3e95ad926f4a9fec461896289b8ea81edaea423cd509bb7437fd56e74e4d,458,663,649,649,26,66177,47935482510,46232101707,42082491312,803998144,633223551,420483671,40886793129,18782467,65
18783188,e7e9f3ac2ea09b6172a8cf33876f8a10933ad752c3721510b115be42327be079,459,708,22,22,26,66007,47935482510,46312271166,42930054037,872440755,640925404,421747172,44791573139,18782467,65
18783188,e7e9f3ac2ea09b6172a8cf33876f8a10933ad752c3721510b115be42327be079,460,708,22,22,26,66548,47935482510,46328383487,42930054037,872440755,645064752,462643700,44791573139,18782467,65
18783189,3cc2350f6b33c24738edc21e822bbad6af663a154da39290748b53b448d21a4e,461,177,715,715,26,66052,47935482510,46363601210,43443243752,895956277,643231552,421747172,45290790525,18782467,65
18783190,b47433f23a11325c38f6f1d7246708e7439d5feeacf59d5a367cb645372c1e8c,462,540,589,589,26,66210,47935482510,46430012259,44107354240,918390421,645474966,421747172,44996754788,18782467,65
18783191,6da7ceefcc575b5bde7dc050356695fea67e554db20cfce934df51bab7489198,463,338,353,353,26,66170,47935482510,46466784233,44472655643,917552410,645428587,421747172,45192492171,18782467,65
18783192,aae783b5b1bfe540125d2090d3209c5b3bbec10665f6a4213e23dc4d49e5084f,464,515,510,510,26,66014,47935482510,46501787128,44743361367,927203193,646393665,421747172,45761464894,18782467,65
18783193,3e95b0d277be71f7faf16a3e9051e2f0ad288a905e6f2ec3acf9d4e78ec11792,465,181,703,703,26,66125,47935482510,46536532282,44791470531,908750881,646033767,421747172,45004343746,18782467,65
18783194,89a8a18212c421463cbaffc8eda164031c55076461c018a05a358e9df096e3a1,466,425,456,456,26,66098,47935482510,46559368046,44793491871,924192746,647435742,421642704,44695494687,18782467,65
18783194,89a8a18212c421463cbaffc8eda164031c55076461c018a05a358e9df096e3a1,466,425,456,456,26,66246,47935482510,46559368046,44793491871,924192746,647435742,421642704,44695494687,18782467,65
18783195,5331e291d150bbe4feb014b5838b3b36b357efe1e533927aeb836b7505157717,467,251,511,511,26,66115,47925200998,46574415854,44793970834,920706490,647130977,421642704,44241736341,18782467,65
18783196,f38e91ced5fb4592204d041de8a2b1b9827af9468d2dbc2ac88f85cab0dbb763,468,752,155,155,26,66112,47925200998,46586352853,44793970834,1005951258,656073675,421642704,44769123277,18782467,65
18783197,0a671a74d22d610c5cdbac009815ff7f1cf13d7cc5cc86e15b3ad00bbd018856,469,32,430,430,26,66071,47925200998,46602010807,44795154425,1004844712,655873198,421642704,43714970474,18782467,65
18783198,5281900aa551f20569d6f239dfbfb50c715d732eab9f4a36bb7b1860d816054a,470,249,316,316,26,66208,47925200998,46589423963,44794528672,979815764,653370303,421642704,42237663119,18782467,65
18783199,9b1bf81eea65fff4a9c4d37467d86347aac9e8c2adb24042f43ddb222fd7a9be,471,471,396,396,26,66277,47925200998,46558233572,44788270725,948459348,650452428,421642704,42468905173,18782467,65
18783200,b3243d7d49bd9d6850bbe26606ffcbe4d5d949624837d145998b3d97a36e2318,472,538,85,85,25,66531,47925200998,46561324380,44788642163,1004978627,660240321,462500651,43415915396,18782467,65
18783201,4eb8a3048f8be0f1a3495545ba2b9d82834cd611b2fa91b0318e3e046d1bcfda,473,240,108,108,26,64820,47925200998,46539768293,44788270725,1032023243,658808817,421642704,42870311206,18782467,65
18783202,d704a1f4164aadd2bc5a3827ba642b7f52be89b2d7f8e86db1b29340555322b2,475,656,562,562,26,63893,47925200998,46522686175,44788270725,1023994840,658005977,421642704,42390127638,18782467,65
18783202,d704a1f4164aadd2bc5a3827ba642b7f52be89b2d7f8e86db1b29340555322b2,474,656,562,562,26,64198,47925200998,46522686175,44788270725,1023994840,658005977,421642704,42390127638,18782467,65
18783203,c7122727bf6bff07996f942708d809b43fc7935db1a157803106e193950a8170,476,608,12,12,26,64209,47925200998,46500006348,44785729136,1036753848,659271538,421539310,41833690802,18782467,65
18783204,f88ac5803472691718cc9a6a5d7f7c4a99ef99195d7e2f9c5923c38025d77279,477,764,57,57,26,64551,47925200998,46489073396,44558104412,1028151308,662366475,462027704,43114223912,18782467,65
18783205,2d752f4d789ed1ee1dbe36707c663522523d38a6919111bc485411a941e48f6f,478,141,420,420,26,64313,47925200998,46494122619,44608596641,1033663195,662917663,462027704,42789045298,18782467,65
18783206,7d1e389e70653cf4460a8147e606b1cb42ec323a867c1355f6f9419b143b6325,479,379,359,359,26,63818,47925200998,46473098403,44564943067,1046695007,660012365,421243749,43719990510,18782467,65
18783207,cbc53e77aba7ab2a4d151b00fcb98cace2e2f1803c0cea115b8a717c83623e8f,480,624,90,90,26,63839,47925200998,46484053571,44674494747,1073424296,662685294,421243749,42343701240,18782467,65
18783208,74ec2a7dd57d49a9ccdb3043a631ac8bf3c0cd448952bc072deddb3815501d03,481,357,603,603,26,63814,47925200998,46468922182,44532751379,1051111849,660407358,421243749,42796062176,18782467,65
18783209,99dfdb060f1144d0ed5031e59d23885443002e0a37d87b88b310db5e08c8944c,482,466,722,722,26,64342,47925200998,46478674126,44470135198,1042174716,663642079,462027704,41502965606,18782467,65
18783209,99dfdb060f1144d0ed5031e59d23885443002e0a37d87b88b310db5e08c8944c,482,466,722,722,26,64525,47925200998,46478674126,44470135198,1042174716,663642079,462027704,41502965606,18782467,65
18783210,0e93a7cff442620b27b335d13d0853112eac90e84b3d981c11fb06b6996c0efe,483,51,676,676,26,63992,47911080845,46446401705,44327113257,1015325746,658115052,425367778,42825625000,18782467,65
18783211,544384894fbcda5e2aa973f971410462c87231042e8d00b5e8da216a0b6c8206,484,255,447,447,26,63790,47911080845,46447408626,44337182469,1002128171,656795295,425367778,41910349676,18782467,65
18783212,5332b70992f916a7a2b504594ab6b2492f942af64de4f2f331c3d632723879a0,485,252,207,207,26,63956,47911080845,46438052634,44249077618,1005764877,657113492,425367778,40753168949,18782467,65
18783213,55dedac4d52f15d55af76f21f0cb040ec2799a71fde28bc45478a6e1a4e919bb,486,264,159,159,26,63840,47911080845,46416742120,44042603506,1110991673,667636172,425367778,39456430622,18782467,65
18783214,1efb6b6bce28d7092172cd750904572d2c56bba603d624cb4883a2380cba0e19,487,99,672,672,26,64372,47911080845,46391175992,43701218010,1138102276,675092106,466119870,40385603916,18782467,65
18783215,0ee8e19c7bb252a5fb4237f2ae04bc2d5d4a5a3bd21a7307a3fa62202392754a,488,54,772,772,26,63876,47911080845,46358034324,43533702422,1129786110,670091423,425367778,40574410989,18782467,65
18783216,a470de7d0f017f760a86a9f8d4ddb4bf6ad8a8662fd3d7fe8ca741f56fe83041,490,497,709,709,26,63967,47911080845,46358034324,43533702422,1129786110,670091423,425367778,40520087263,18782467,65
18783216,a470de7d0f017f760a86a9f8d4ddb4bf6ad8a8662fd3d7fe8ca741f56fe83041,489,497,709,709,26,64188,47911080845,46328823370,43270910802,1091863019,667107414,425367778,40520087263,18782467,65
18783217,eaf17cff8c85829196e816019ea177fe5ad5e8fd805b26ea80b9cd2a10b472e1,491,718,344,344,26,64550,47911080845,46319740065,43026538625,1049531703,667161372,466119870,38850160934,18782467,65
18783218,71043c76174daefc4f4a0c203e8bd59ff6e5fc804556e56bcdd87b60a255dc1b,492,344,741,741,26,64052,47911080845,46255483150,42598235549,1010402842,659054448,425084557,40957292976,18782467,65
18783219,ee59dbd03e9ca3d9fbd945e4a59b501e35ab982754b577f52a0bde2ea172bae4,493,733,11,11,26,64576,47911080845,46262908838,42512915919,998125630,661948962,465801819,41944705388,18782467,65
18783220,1a98e386dcd67ed6bebbc4aed84e32419562691b12a91cf0de1774ca78fe37b6,494,79,269,269,26,64610,47911080845,46275730755,42641135085,961446227,658281022,465801819,40886664526,18782467,65
18783221,d90c3a08efaa0a6862e56c83043c75dad66100c8cbb1313e13c5cc948c96f4a5,495,664,471,471,26,64274,47911080845,46255455369,42597957739,945806052,652594769,425084557,42331026837,18782467,65
18783222,ede660d3f5ffbe7b5a605f18d253fa1c126b739a58227ed381fb94987cb3fe9f,497,729,36,36,26,64108,47911080845,46260373144,42673971230,900027164,649864955,425084557,41231514397,18782467,65
18783222,ede660d3f5ffbe7b5a605f18d253fa1c126b739a58227ed381fb94987cb3fe9f,496,729,36,36,26,64779,47911080845,46276329662,42673971230,900027164,653987588,465801819,41231514397,18782467,65
